
State,District,Market,Commodity Group,Commodity,Month,Arrival Quantity 21-01-2021 to 21-04-2026,Arrival Unit,Modal Price 21-01-2021 to 21-04-2026,Price Unit,,,,,,,,,
,,,Vegetables,Tomato,Nov-25,"293,499.95",Metric Tonnes,"2,613.25",Rs./Quintal,,,,,,,,,
,,,Vegetables,Tomato,Dec-25,"273,708.45",Metric Tonnes,"3,351.15",Rs./Quintal,,,,,,,,,
,,,Vegetables,Tomato,Jan-26,"248,955.25",Metric Tonnes,"2,871.95",Rs./Quintal,,,,,,,,,
,,,Vegetables,Tomato,Feb-26,"253,720.45",Metric Tonnes,"1,632.65",Rs./Quintal,,,,,,,,,
,,,Vegetables,Tomato,Mar-26,"283,173.72",Metric Tonnes,"1,501.83",Rs./Quintal,,,,,,,,,
,,,Vegetables,Tomato,Apr-26,"209,225.16",Metric Tonnes,"1,549.43",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Nov-21,36.6,Metric Tonnes,"2,573.77",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jan-22,38.1,Metric Tonnes,"2,058.14",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Feb-22,38.7,Metric Tonnes,"1,998.97",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Mar-22,40.7,Metric Tonnes,"2,340.54",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Apr-22,36.1,Metric Tonnes,"2,661.50",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Sep-22,37.5,Metric Tonnes,"2,800.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Oct-22,36.5,Metric Tonnes,"3,136.99",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Nov-22,40.5,Metric Tonnes,"2,623.46",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Dec-22,41.1,Metric Tonnes,"2,473.97",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jan-23,35,Metric Tonnes,"2,300.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Feb-23,39.1,Metric Tonnes,"1,878.01",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Mar-23,36.2,Metric Tonnes,"1,724.17",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Apr-23,35.7,Metric Tonnes,"1,934.45",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,May-23,3.6,Metric Tonnes,"2,300.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jul-23,13.5,Metric Tonnes,"3,057.41",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Aug-23,29.9,Metric Tonnes,"2,918.90",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Sep-23,15.7,Metric Tonnes,"3,148.09",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Oct-23,34,Metric Tonnes,"2,605.88",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Nov-23,27.7,Metric Tonnes,"3,064.08",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Dec-23,22.9,Metric Tonnes,"2,655.02",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Feb-24,36.1,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Mar-24,25.6,Metric Tonnes,"1,822.27",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Apr-24,32.2,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,May-24,27.2,Metric Tonnes,"2,977.94",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jun-24,18.6,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jul-24,20.3,Metric Tonnes,"3,730.30",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Aug-24,24.8,Metric Tonnes,"4,135.08",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Sep-24,18.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Oct-24,23.9,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Nov-24,11.5,Metric Tonnes,"5,315.22",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Dec-24,28.8,Metric Tonnes,"3,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jan-25,35.3,Metric Tonnes,"3,350.57",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Feb-25,32.4,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Mar-25,35.6,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Apr-25,35.8,Metric Tonnes,"1,871.51",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,May-25,29.7,Metric Tonnes,"1,943.60",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jun-25,13.4,Metric Tonnes,"2,958.96",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jul-25,35.9,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Aug-25,37.9,Metric Tonnes,"3,013.85",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Sep-25,28.5,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Oct-25,30,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Nov-25,30.2,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Dec-25,19.1,Metric Tonnes,"3,127.23",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Jan-26,23.8,Metric Tonnes,"2,363.45",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Feb-26,8.2,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Mar-26,19.1,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Bishnupur,Bishenpur APMC,Vegetables,Potato,Apr-26,9.1,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Nov-21,46.1,Metric Tonnes,"2,614.43",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jan-22,52,Metric Tonnes,"2,003.85",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Feb-22,52.4,Metric Tonnes,"1,947.52",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Mar-22,51.5,Metric Tonnes,"2,318.93",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Apr-22,47.2,Metric Tonnes,"2,608.69",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Sep-22,50.9,Metric Tonnes,"2,751.53",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Oct-22,47.5,Metric Tonnes,"2,999.47",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Nov-22,55.7,Metric Tonnes,"2,580.34",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Dec-22,54.5,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jan-23,45.5,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Feb-23,47.7,Metric Tonnes,"1,813.31",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Mar-23,45.4,Metric Tonnes,"1,482.44",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Apr-23,46.7,Metric Tonnes,"1,738.54",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,May-23,5.3,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jul-23,20.4,Metric Tonnes,"3,129.90",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Aug-23,45.8,Metric Tonnes,"2,864.63",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Sep-23,29.5,Metric Tonnes,"3,083.90",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Oct-23,46.6,Metric Tonnes,"2,561.16",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Nov-23,41.4,Metric Tonnes,"2,881.64",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Dec-23,40.6,Metric Tonnes,"2,625.62",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Feb-24,50.8,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Mar-24,38.9,Metric Tonnes,"2,080.33",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Apr-24,37.2,Metric Tonnes,"2,518.82",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,May-24,40.8,Metric Tonnes,"2,843.14",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jun-24,28.5,Metric Tonnes,"4,050.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jul-24,30.1,Metric Tonnes,"3,997.51",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Aug-24,45.4,Metric Tonnes,"4,360.13",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Sep-24,35,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Oct-24,44.6,Metric Tonnes,"4,557.17",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Nov-24,18.4,Metric Tonnes,"5,209.24",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Dec-24,41.3,Metric Tonnes,"4,023.61",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jan-25,46,Metric Tonnes,"3,168.48",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Feb-25,44.8,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Mar-25,43.8,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Apr-25,43.8,Metric Tonnes,"1,867.58",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,May-25,42.7,Metric Tonnes,"2,218.38",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jun-25,17.4,Metric Tonnes,"2,821.84",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jul-25,51.2,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Aug-25,48.7,Metric Tonnes,"2,854.72",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Sep-25,40.3,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Oct-25,47.5,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Nov-25,35.7,Metric Tonnes,"2,820.03",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Dec-25,45.8,Metric Tonnes,"3,027.73",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Jan-26,45.3,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Feb-26,45.1,Metric Tonnes,"2,055.99",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Mar-26,42.3,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal East,Lamlong Bazaar APMC,Vegetables,Potato,Apr-26,15.1,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Nov-21,108.1,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jan-22,123.1,Metric Tonnes,"1,951.87",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Feb-22,123.2,Metric Tonnes,"1,852.27",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Mar-22,127.9,Metric Tonnes,"2,355.67",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Apr-22,116.3,Metric Tonnes,"2,492.82",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Sep-22,117.5,Metric Tonnes,"2,800.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Oct-22,100,Metric Tonnes,"2,800.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Nov-22,132,Metric Tonnes,"2,703.98",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Dec-22,130.9,Metric Tonnes,"2,150.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jan-23,112.8,Metric Tonnes,"2,150.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Feb-23,119.4,Metric Tonnes,"1,593.89",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Mar-23,117,Metric Tonnes,"1,150.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Apr-23,116.2,Metric Tonnes,"1,150.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,May-23,12.9,Metric Tonnes,"1,150.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jul-23,36.6,Metric Tonnes,"2,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Aug-23,85.9,Metric Tonnes,"2,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Sep-23,64.4,Metric Tonnes,"2,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Oct-23,109.7,Metric Tonnes,"2,469.92",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Nov-23,91.4,Metric Tonnes,"2,500.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Dec-23,86.4,Metric Tonnes,"2,234.20",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Feb-24,109.5,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Mar-24,82.3,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Apr-24,87.4,Metric Tonnes,"2,199.66",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,May-24,80.5,Metric Tonnes,"2,681.49",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jun-24,63.8,Metric Tonnes,"3,363.56",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jul-24,68.9,Metric Tonnes,"3,700.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Aug-24,95.6,Metric Tonnes,"3,838.08",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Sep-24,68.8,Metric Tonnes,"4,476.16",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Oct-24,91.1,Metric Tonnes,"4,508.23",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Nov-24,38.9,Metric Tonnes,"4,962.72",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Dec-24,102.7,Metric Tonnes,"4,188.46",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jan-25,123.7,Metric Tonnes,"3,163.50",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Feb-25,125.3,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Mar-25,118.7,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Apr-25,110.6,Metric Tonnes,"1,781.65",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,May-25,110.6,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jun-25,61.6,Metric Tonnes,"2,490.26",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jul-25,122.8,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Aug-25,118.1,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Sep-25,100.8,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Oct-25,95.2,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Nov-25,93.5,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Dec-25,76.1,Metric Tonnes,"3,088.63",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Jan-26,12.7,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Feb-26,6.4,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Mar-26,39.9,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Imphal West,Imphal APMC,Vegetables,Potato,Apr-26,34.9,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Jul-24,1.13,Metric Tonnes,"4,073.01",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Aug-24,2.81,Metric Tonnes,"4,250.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Sep-24,1.69,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Oct-24,1.48,Metric Tonnes,"4,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Nov-24,0.46,Metric Tonnes,"5,315.22",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Dec-24,1.9,Metric Tonnes,"3,897.37",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Jan-25,3,Metric Tonnes,"3,045.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Feb-25,2.26,Metric Tonnes,"2,584.07",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Mar-25,2.25,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Apr-25,1.55,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,May-25,1.29,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Jun-25,0.46,Metric Tonnes,"3,250.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Jul-25,1.46,Metric Tonnes,"2,928.08",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Aug-25,3.72,Metric Tonnes,"2,720.43",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Sep-25,1.24,Metric Tonnes,"2,487.90",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Oct-25,1.72,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Nov-25,21,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Dec-25,21.08,Metric Tonnes,"3,185.96",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Jan-26,23.4,Metric Tonnes,"2,277.78",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Feb-26,11.5,Metric Tonnes,"2,067.39",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Mar-26,16.6,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Kakching,Kakching Market APMC,Vegetables,Potato,Apr-26,3.8,Metric Tonnes,"1,750.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Nov-21,30.9,Metric Tonnes,"2,574.27",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Jan-22,38,Metric Tonnes,"2,096.05",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Feb-22,35.3,Metric Tonnes,"1,968.56",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Mar-22,36.2,Metric Tonnes,"2,344.20",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Apr-22,34.5,Metric Tonnes,"2,676.81",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Sep-22,29.6,Metric Tonnes,"2,750.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Oct-22,32.6,Metric Tonnes,"3,105.83",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Nov-22,41.3,Metric Tonnes,"2,533.29",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Dec-22,42.3,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Jan-23,35.8,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Feb-23,36.5,Metric Tonnes,"1,829.45",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Mar-23,35.1,Metric Tonnes,"1,720.09",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Apr-23,36.5,Metric Tonnes,"1,774.66",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,May-23,4.2,Metric Tonnes,"2,250.00",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Jul-23,11.3,Metric Tonnes,"3,117.26",Rs./Quintal,,,,,,,,,
Manipur,Thoubal,Thoubal APMC,Vegetables,Potato,Aug-23,29.6,Metric Tonnes,"2,829.39",Rs./Quintal,,,,,,,,,
